#Sección,b,Dirección General,d,Grupo de Función,f,Función,h,Programa,j,Capítulo,l,Artículo,n,Concepto,p,Subconcepto,r,Obligado
76,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,7601,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,54,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLI",541B,"INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO T",7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,780,A familias e instit sfl,78000,A familias e instit sfl,198910.37
76,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,7601,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,54,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLI",541B,"INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO T",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,
76,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,7601,AGENCIA DE INVESTIGACIÓN E INNOVACIÓN DE,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,54,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLI",541B,"INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO T",8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,42355.6
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,67029.2
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,30662.6
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,19302.46
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,16475.47
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,33833.29
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,86950.62
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,180151.06
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,1636.92
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12148,Complemento por Incapacidad Temporal,7040.44
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,125735.04
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,4411.72
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",162,Gtos prest sociales fun y,16202,Formación y perfeccionami,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,202,Edif y otras construccion,20200,Edif y otras construccion,292491.77
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",212,Edif y otras construccion,21200,Edif y otras construccion,29705.5
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIÓN, MANTENIMIENTO",213,"Maquin, instal y utillaje",21300,"Maquin, instal y utillaje",
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22000,Ordinario no inventariabl,788.96
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22100,Energía eléctrica,31656.46
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,398.9
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",225,Tributos,22500,Locales,53.43
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22601,Atenc protocol y represen,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,2662
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",4932.12
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22609,Otros,100.43
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22615,Otras actuaciones de divulgación y promo,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22700,Limpieza y aseo,44324.7
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22701,Seguridad,49852
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,90453.05
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22782,Serv carácter informático,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,888.5
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23001,A personal laboral,593.51
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,4,TRANSFERENCIAS CORRIENTES,42,A EE.PP. DE JCCM,422,A Universidades públicas,42200,A Universidades públicas,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,4,TRANSFERENCIAS CORRIENTES,42,A EE.PP. DE JCCM,423,Fundaciones Públicas Regionales,42312,Fundación Hospital Nacional de Parapléji,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIEN,623,Mobiliario y enseres,62300,Mobiliario y enseres,21205.01
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,62,INVERSIÓN NUEVA ASOCIADA AL FUNCIONAMIEN,624,Equipos para procesos de información,62400,Equip procesos informa,16712.46
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,63,INVERSIÓN DE REPOSICIÓN ASOCIADA AL FUNC,630,Edificios y otras construcciones,63000,Edificios y otras construcciones,412763.78
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,6,INVERSIONES REALES,64,INVERSIÓN NUEVA DE CARÁCTER INMATERIAL,640,Inversión nueva de inmovilizado inmateri,64003,Aplicaciones informática,
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,14000
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7701,DIRECCIÓN GERENCIA,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,12000
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retr bás y ot rem alt car,10000,Retribuciones básicas,39708.48
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12000,Sueldos del Grupo A1 y A,584077.55
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12001,Sueldos del Grupo A2 y B,892238.22
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12002,Sueldos del Grupo C1 y C,913611.42
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12003,Sueldos del Grupo C2 y D,33118.63
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12008,Antigüedad,512595.35
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,120,Retribuciones básicas,12009,Sustituciones,22625.34
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12100,Complemento de destino,1421234.71
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12101,Complementos específicos,3172135.84
77,AGENCIA DE TRANSFORMACIÓN DIGITAL DE C-L,7703,DG DE DIGITALIZACIÓN E INTELIGENCIA ARTI,5,PRODUCCIÓN BIENES PÚBLICOS DE CARÁCTER E,52,COMUNICACIONES,521B,DESARROLLO DE LA SOCIEDAD DE LA INFORMAC,1,GASTOS DE PERSONAL,12,FUNCION EXC DOCENT E INST,121,Retrib. complementarias,12102,Otros complementos,35080.88
